artist,artist_id,followers,genres,popularity
Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,11716239,"[u'dance pop', u'hip pop', u'pop', u'pop rap']",89
Stargate,7KUri7klyLaIFXLcuuOMCd,7208,[u'norwegian pop'],63
Astrid S,3AVfmawzu83sp94QW7CEGm,253389,"[u'dance pop', u'edm', u'electropop', u'norwegian pop', u'pop', u'post-teen pop', u'tropical house', u'viral pop']",67
Pitbull,0TnOYISbd1XYRBk9myaseg,5919791,"[u'dance pop', u'latin', u'pop', u'pop rap']",80
Frank Ocean,2h93pZq0e7k5yf4dywlkpM,3515091,"[u'hip hop', u'indie r&b', u'neo soul', u'pop', u'rap']",79
Robin Bengtsson,1CQLPgGkfHrxNMqrXt5oWS,18400,"[u'europop', u'swedish idol pop', u'swedish pop']",43
Chuck Berry,293zczrfYafIItmnmM3coR,669707,"[u'blues-rock', u'christmas', u'classic rock', u'folk rock', u'rock', u'rock-and-roll', u'rockabilly', u'soul']",63
Boef,0Jsk5iYMr5aNjHury7blm1,432483,"[u'deep dutch hip hop', u'dutch hip hop']",71
Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,9959058,"[u'hip hop', u'pop rap', u'rap', u'west coast rap']",88
Gorillaz,3AA28KZvwAUcZuOKwyblJQ,3113936,"[u'alternative hip hop', u'art pop']",81
Iggy Azalea,5yG7ZAZafVaAlMTeBybKAL,3207196,"[u'dance pop', u'hip pop', u'pop', u'pop rap', u'post-teen pop']",71
Prince Royce,3MHaV05u0io8fQbZ2XPtlC,2540024,"[u'bachata', u'latin', u'latin pop', u'merengue urbano', u'pop', u'reggaeton', u'tropical']",78
Logic,4xRYI6VqpkE3UwrDrAZL8L,2574896,"[u'hip hop', u'pop rap', u'rap']",84
alt-J,3XHO7cRUPCLOr6jwp8vsx5,1975122,"[u'indie rock', u'modern rock']",71
WizKid,3tVQdUvClmAT7URs9V3rsp,159988,"[u'afrobeats', u'afropop', u'azonto']",74
Maggie Lindemann,0uGk2czvcpWQA383Im6ajf,323274,"[u'dance pop', u'pop', u'post-teen pop', u'viral pop']",68
Harry Styles,6KImCVD70vtIoJWnq6nGn3,2793131,"[u'pop', u'post-teen pop']",73
Joey Bada$$,2P5sC9cVZDToPxyomzF1UH,1046883,"[u'gangster rap', u'hip hop', u'pop rap', u'rap', u'southern hip hop', u'trap music', u'underground hip hop']",74
Chris Jeday,0qTZZWLzuD59Un5r1speHm,381610,"[u'latin', u'latin hip hop', u'reggaeton', u'reggaeton flow', u'trap latino', u'tropical']",71
Blackbear,2cFrymmkijnjDg9SS92EPM,1413910,[u'pop'],78
French Montana,6vXTefBL93Dj5IqAWq6OTv,1768491,"[u'hip hop', u'pop', u'pop rap', u'rap', u'southern hip hop', u'trap music']",81
Lord Huron,6ltzsmQQbmdoHHbLZ4ZN25,375214,"[u'folk-pop', u'indie folk', u'indie pop', u'new americana', u'stomp and holler']",72
A Boogie Wit da Hoodie,31W5EY0aAly4Qieq6OFu6I,1796146,"[u'pop', u'rap', u'southern hip hop', u'trap music']",78
Lil Yachty,6icQOAFXDZKsumw3YXyusw,3486272,"[u'pop', u'pop rap', u'rap', u'southern hip hop', u'trap music']",82
Paramore,74XFHRwlV6OrjEM0A2NCMF,3229271,"[u'candy pop', u'emo', u'pixie', u'pop emo', u'pop punk']",75
Playboi Carti,699OTQXzgjhIYAHMy9RyPD,1494235,"[u'hip hop', u'pop', u'pop rap', u'rap', u'southern hip hop', u'trap music']",79
OneRepublic,5Pwc4xIPtQLFEnJriah9YJ,5111662,"[u'dance pop', u'edm', u'piano rock', u'pop', u'pop quebecois', u'pop rap', u'pop rock']",81
Fall Out Boy,4UXqAaa6dQYAk18Lv7PEgX,4791488,"[u'emo', u'modern rock', u'pop punk']",78
Phoenix,1xU878Z1QtBldR7ru9owdU,1350513,"[u'alternative dance', u'indie pop', u'indie rock', u'indietronica', u'modern rock', u'new rave']",66
HAIM,4Ui2kfOqGujY81UcPrb5KE,699190,"[u'indie pop', u'indie r&b', u'indietronica', u'metropopolis', u'pop']",64
Nacho,2ayNSoKPCRAfjp6hQ76hRu,798341,"[u'latin', u'latin pop', u'pop', u'reggaeton', u'tropical']",75
Electric Light Orchestra,7jefIIksOi1EazgRTfW2Pk,954454,"[u'album rock', u'art rock', u'bow pop', u'classic rock', u'folk rock', u'glam rock', u'mellow gold', u'rock', u'soft rock', u'symphonic rock']",69
Fleetwood Mac,08GQAI4eElDnROBrJRGE0X,2222834,"[u'album rock', u'classic rock', u'mellow gold', u'rock', u'soft rock']",76
Miley Cyrus,5YGY8feqx7naU7z4HrwZM6,6243394,"[u'dance pop', u'pop', u'post-teen pop']",76
Felix Jaehn,4bL2B6hmLlMWnUEZnorEtG,614035,"[u'dance pop', u'edm', u'pop', u'tropical house']",74
Ofenbach,4AKwRarlmsUlLjIwt38NLw,140019,[u'tropical house'],66
Salvador Sobral,0GfYO21pue5u0sVEYk9HZO,55790,[u'portuguese pop'],45
Sunstroke Project,3c55dzx6W0ZFs0frtEgIsm,11719,[],44
Blanche,3qMyym6ov558YgVuOOscEm,11850,[],44
Soundgarden,5xUf6j4upBrXZPg6AI4MRK,1386408,"[u'alternative metal', u'alternative rock', u'classic rock', u'grunge', u'hard rock', u'modern rock', u'nu metal', u'post-grunge', u'rock']",66
Audioslave,2ziB7fzrXBoh1HUPS6sVFn,1569922,"[u'alternative metal', u'alternative rock', u'garage rock', u'modern rock', u'nu metal', u'permanent wave', u'post-grunge', u'rap metal', u'rock']",68
Chris Cornell,0XHiH53dHrvbwfjYM7en7I,657027,"[u'alternative metal', u'alternative rock', u'grunge', u'post-grunge', u'rock']",59
Liam Payne,5pUo3fmmHT8bhCyHE52hA6,1884845,"[u'dance pop', u'pop', u'post-teen pop']",77
Camila Cabello,4nDoRrQiYLoBzwC5BhVJzF,4558558,"[u'pop', u'post-teen pop']",83
Muse,12Chz98pHFMPJEknJQMWvI,3968315,"[u'modern rock', u'permanent wave', u'piano rock', u'post-grunge', u'rock']",74
Shawn Hook,7blkMNJv8n9ceP9zlA4W2U,52096,[u'canadian pop'],53
J Hus,2a0uxJgbvvIRI4GX8pYfcr,272974,[u'grime'],67
Rita Ora,5CCwRZC6euC8Odo6y9X8jr,2355181,"[u'dance pop', u'edm', u'pop', u'post-teen pop', u'r&b', u'tropical house']",80
Martin Solveig,1bj5GrcLom5gZFF5t949Xl,752868,"[u'big room', u'dance pop', u'disco house', u'edm', u'electro house', u'filter house', u'house', u'pop', u'pop rap', u'tropical house', u'vocal house']",68
Lil' Kleine,3AlRiyjMywTVNzTcHbf9QT,488102,"[u'deep dutch hip hop', u'dutch hip hop']",70
2 Chainz,17lzZA2AlOHwCwFALHttmp,3088116,"[u'hip hop', u'pop', u'pop rap', u'rap', u'southern hip hop', u'trap music']",84
Anitta,7FNnA9vBm6EKceENgCGRMb,5662050,[u'baile pop'],81
Manuel Turizo,0tmwSHipWxN12fsoLcFU3B,1614913,"[u'colombian pop', u'latin', u'pop', u'reggaeton', u'tropical']",78
Taylor Swift,06HL4z0CvFAxyc27GXpf02,13720793,"[u'dance pop', u'pop', u'post-teen pop']",85
SZA,7tYKF4w9nC0nq9CsPZTHyP,1781395,"[u'hip hop', u'indie r&b', u'pop', u'pop rap', u'r&b', u'rap']",81
Sigala,1IueXOQyABrMOprrzwQJWN,524246,"[u'dance pop', u'edm', u'house', u'pop', u'tropical house']",74
ItaloBrothers,5nkYRuiIHg2xXHFC8bfosJ,286674,"[u'dance pop', u'hands up', u'italo dance']",65
Macklemore,3JhNCzhSMTxs9WLGJJxWOY,1056999,[u'pop rap'],79
Mobb Deep,6O2zJ0tId7g07yzHtX0yap,544917,"[u'east coast hip hop', u'gangster rap', u'hardcore hip hop', u'hip hop', u'pop rap', u'rap', u'southern hip hop']",66
Kamferdrops,3LzHaN3Y3gT35BudaFqVyy,7156,"[u'swedish idol pop', u'swedish pop']",52
Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,684411,"[u'rap', u'trap music']",79
Moon Taxi,5DK8eK7fjvRsziXzyr3sFA,94388,"[u'indie pop', u'indie poptimism', u'indietronica', u'modern alternative rock', u'modern rock']",61
"Tyler, The Creator",4V8LLVI7PbaPR0K2TGSxFF,2032302,"[u'hip hop', u'indie r&b', u'rap']",76
Thomas Rhett,6x2LnllRG5uGarZMsD4iO8,1852096,"[u'contemporary country', u'country', u'country road', u'modern country rock']",77
Lynyrd Skynyrd,4MVyzYMgTwdP7Z49wAZHx0,1386165,"[u'album rock', u'blues-rock', u'classic rock', u'hard rock', u'mellow gold', u'rock', u'southern rock']",71
Kesha,6LqNN22kT3074XbTVUrhzX,3591475,"[u'dance pop', u'electropop', u'pop', u'pop rap', u'post-teen pop']",75
Jennifer Lopez,2DlGxzQSjYe5N6G9nkYghR,4986218,"[u'dance pop', u'pop', u'pop rap', u'post-teen pop', u'r&b', u'urban contemporary']",77
C. Tangana,5TYxZTjIPqKM8K8NuP9woO,344354,[u'trap latino'],70
LANY,49tQo2QULno7gxHutgccqF,676957,[u'pop'],70
Demi Lovato,6S2OmqARrzebs0tKUEyXyp,9789010,"[u'dance pop', u'pop', u'post-teen pop']",86
Portugal. The Man,4kI8Ie27vjvonwaB2ePh8T,751634,"[u'modern rock', u'neo-psychedelic']",73
The Script,3AQRLZ9PuTAozP28Skbq8V,3758507,"[u'celtic rock', u'neo mellow', u'pop', u'pop rock', u'post-teen pop', u'viral pop']",74
Vance Joy,10exVja0key0uqUkk6LJRT,1257216,[u'pop'],76
Mc Livinho,7me0S5Z40qVWj3gzyK8aC3,3506065,"[u'baile pop', u'brazilian electronica', u'deep funk carioca']",67
187 Strassenbande,2j2rh3oQh4QEUnNTDKYSJD,686728,"[u'deep german hip hop', u'german hip hop']",62
EXO,3cjEqqelV9zb4BYE3qDQ4O,2664073,"[u'dance pop', u'k-pop']",71
Louis Tomlinson,57WHJIHrjOE3iAxpihhMnp,1320795,"[u'dance pop', u'pop', u'post-teen pop']",69
Romeo Santos,5lwmRuXgjX8xIwlnauTZIP,5247350,"[u'bachata', u'latin', u'tropical']",79
Yo Gotti,6Ha4aES39QiVjR0L2lwuwq,1828125,"[u'dirty south rap', u'dwn trap', u'gangster rap', u'hip hop', u'memphis hip hop', u'pop', u'pop rap', u'rap', u'southern hip hop', u'trap music']",75
Becky G,4obzFoKoKRHIphyHzJ35G3,2414540,"[u'dance pop', u'pop', u'post-teen pop']",83
Maite Perroni,6ModsWtBph2rE6zCTVxvZt,355214,"[u'latin', u'latin pop', u'mexican pop', u'pop']",63
Charli XCX,25uiPmTg16RbhZWAqwLBy5,1131631,"[u'candy pop', u'dance pop', u'electropop', u'metropopolis', u'pop', u'post-teen pop', u'tropical house']",77
Dimitri Vegas & Like Mike,73jBynjsVtofjRpdpRAJGk,1791503,"[u'big room', u'deep big room', u'dutch hip hop', u'edm', u'electro house', u'pop', u'progressive electro house', u'tropical house']",71
Cardi B,4kYSro6naA4h99UJvo89HB,2979146,[u'pop'],90
Abraham Mateo,2bxxlINUlcMQQb39K7IopR,435875,"[u'latin arena pop', u'latin pop', u'reggaeton', u'spanish pop']",66
Pabllo Vittar,6tzRZ39aZlNqlUzQlkuhDV,1875604,[u'baile pop'],65
6LACK,4IVAbR2w4JJNJDDRFP3E83,948158,"[u'hip hop', u'indie r&b', u'pop', u'pop rap', u'rap', u'trap music']",78
Karol G,790FomKkXshlbRYZFtlgla,1972484,"[u'latin', u'pop', u'reggaeton', u'tropical']",77
Avicii,1vCWHaC5f2uS3yhpwWbIA6,9336429,"[u'big room', u'edm']",84
P!nk,1KCSPY1glIKqW2TotWuXOR,4432810,"[u'dance pop', u'pop', u'post-teen pop', u'r&b']",79
Marshmello,64KEffDW9EtZ1y2vBYgq8T,3646456,"[u'brostep', u'edm', u'pop', u'progressive electro house']",85
Wiz Khalifa,137W8MRPWKqSmrBGDBFSop,7186811,"[u'hip hop', u'pop', u'pop rap', u'rap', u'southern hip hop', u'trap music']",83
DJ Jonathan,5RSYz1KaYXbHfKdlaxAI8O,1177,[],21
Bonnie Tyler,0SD4eZCN4Kr0wQk56hCdh2,307820,"[u'europop', u'new wave pop', u'rock', u'soft rock']",64
Thirty Seconds To Mars,0RqtSIYZmd4fiBKVFqyIqD,1866454,"[u'modern rock', u'pop punk', u'post-grunge']",71
Foo Fighters,7jy3rLJdDQY21OgRLCZ9sD,4888255,"[u'alternative metal', u'alternative rock', u'modern rock', u'permanent wave', u'post-grunge', u'rock']",76
Miguel,360IAlyVv4PCEVjgyMZrxK,1751242,"[u'dance pop', u'indie r&b', u'pop', u'pop rap', u'r&b', u'rap']",81
A$AP Mob,7yO4IdJjCEPz7YgZMe25iS,690558,"[u'hip hop', u'pop', u'pop rap', u'rap', u'southern hip hop', u'trap music', u'underground hip hop']",67
Alex Sensation,0OROVBEZCocg0FcgJpyBse,19780,[],63
Tay-K,2ODbg2404zUzTi02qIPEjB,777766,"[u'rap', u'trap music', u'underground hip hop', u'vapor trap']",68
Yandel,0eHQ9o50hj6ZDNBt6Ys1sD,2654250,"[u'latin', u'latin hip hop', u'pop', u'reggaeton', u'tropical']",80
Kelly Clarkson,3BmGtnKgCSGYIUhmivXKWX,3489912,"[u'dance pop', u'neo mellow', u'pop', u'pop rock', u'post-teen pop', u'r&b', u'talent show']",73
U2,51Blml2LZPmy7TTiAg47vQ,3054990,"[u'irish rock', u'permanent wave', u'rock']",75
Lil Pump,3wyVrVrFCkukjdVIdirGVY,3451598,[],80
Natti Natasha,1GDbiv3spRmZ1XdM1jQbT7,712237,[u'reggaeton'],82
Joey Montana,3ATyg4fGC9F8trfb0GRWmX,1017981,"[u'latin', u'latin hip hop', u'latin pop', u'pop', u'pop reggaeton', u'reggaeton', u'tropical']",66
Tove Styrke,2QSPrJfYeRXaltEEiriXN9,101922,"[u'electropop', u'indie poptimism', u'pop', u'swedish electropop', u'swedish pop', u'swedish synthpop', u'tropical house']",65
Jesse & Joy,1mX1TWKpNxDSAH16LgDfiR,2042070,"[u'latin', u'latin arena pop', u'latin pop', u'mexican pop', u'pop']",71
A$AP Ferg,5dHt1vcEm9qb8fCyLcB3HL,1404053,"[u'hip hop', u'pop', u'pop rap', u'rap', u'southern hip hop', u'trap music', u'underground hip hop']",77
"Earth, Wind & Fire",4QQgXkCYTt3BlENzhyNETg,1243182,"[u'disco', u'funk', u'jazz funk', u'motown', u'quiet storm', u'soul']",71
R3HAB,6cEuCEZu7PAE9ZSzLLc2oQ,1258120,"[u'big room', u'dutch house', u'edm', u'electro house', u'pop', u'progressive electro house', u'tropical house']",76
ALMA,6c0mTNAxJxlp9HpKTUZwA8,75653,"[u'pop', u'tropical house']",69
Niska,7CUFPNi1TU8RowpnFRSsZV,1378847,"[u'francoton', u'french hip hop', u'german hip hop', u'trap francais']",69
Kollegah,6gto7HVNhu4ARE3P3g8Y5Y,973872,[u'german hip hop'],70
Tom Petty and the Heartbreakers,4tX2TplrkIP4v05BNC903e,653916,"[u'album rock', u'classic rock', u'folk rock', u'hard rock', u'mellow gold', u'pop rock', u'psychedelic rock', u'rock', u'roots rock', u'soft rock']",67
NF,6fOMl44jA4Sp5b9PpYCkzz,1038881,[u'hip hop'],78
Kane Brown,3oSJ7TBVCWMDMiYjXNiCKE,741817,"[u'contemporary country', u'country road']",74
Rich The Kid,1pPmIToKXyGdsCF6LmqLmI,1012518,"[u'pop', u'pop rap', u'rap', u'southern hip hop', u'trap music']",81
Big Shaq,7mnAzEmgquhrVtGob81SmO,214344,[],62
Bausa,13bDjug9N0pyv3ZUINjkDV,301817,[u'german hip hop'],71
Red Hot Chili Peppers,0L8ExT028jH3ddEcZwqJJ5,7710281,"[u'alternative rock', u'funk metal', u'permanent wave', u'post-grunge', u'rock']",81
Daya,6Dd3NScHWwnW6obMFbl1BH,618937,"[u'dance pop', u'electropop', u'pop', u'post-teen pop']",72
De La Ghetto,3EiLUeyEcA6fbRPSHkG5kb,1988439,"[u'latin', u'latin hip hop', u'reggaeton', u'reggaeton flow', u'trap latino', u'tropical']",79
Ty Dolla $ign,7c0XG5cIJTrrAgEC3ULPiq,1924704,"[u'pop', u'pop rap', u'rap', u'trap music']",88
"Ray Parker, Jr.",0NyzfcGDZZ6GM25EBG9BYK,23625,[u'disco'],52
Offset,4DdkRBBYG6Yk9Ka8tdJ9BW,558408,[u'trap music'],84
AC/DC,711MCceyCBcFnzjGY4Q7Un,7640537,"[u'album rock', u'australian rock', u'hard rock', u'rock']",79
"Bobby ""Boris"" Pickett & The Crypt-Kickers",1QM4zJDvUZPB1oX0pGLkjg,390,[u'halloween'],24
Blue Öyster Cult,00tVTdpEhQQw1bqdu8RCx2,479593,"[u'album rock', u'art rock', u'blues-rock', u'classic rock', u'hard rock', u'metal', u'psychedelic rock', u'rock', u'soft rock', u'southern rock']",63
The Citizens of Halloween,164hs3x1Tsp3FgJWNHee1r,4931,[],37
N.E.R.D,5wPoxI5si3eJsYYwyXV4Wi,370354,"[u'hip hop', u'indie r&b', u'pop', u'pop rap', u'rap']",68
Bad Bunny,4q3ewBCX7sLwd24euuV69X,6515993,"[u'reggaeton', u'trap latino']",92
Lil Xan,3EXdLajEO02ziZ90P90bSW,1186670,[u'underground hip hop'],75
Bastille,7EQ0qTo7fWT7DPxmxtSYEc,2753054,"[u'metropopolis', u'modern rock', u'pop']",74
Famous Dex,0WOxhx4hikIsyF3CRPLC8W,876207,"[u'drill', u'pop', u'rap', u'southern hip hop', u'trap music']",75
Mariah Carey,4iHNK0tOyZPYnBU7nGAgpQ,3310855,"[u'dance pop', u'hip pop', u'pop', u'r&b', u'urban contemporary']",72
6ix9ine,7gZfnEnfiaHzxARJ2LeXrf,1346253,[],80
Lil Peep,2kCcBybjl3SAtIcwdWpUe3,1181342,"[u'emo rap', u'underground hip hop']",77
Diplo,5fMUXHkw8R8eOP2RNVYEZX,1574440,"[u'bmore', u'edm', u'moombahton', u'ninja', u'pop']",81
Wham!,5lpH0xAS4fVfLkACg9DAuM,415553,"[u'dance pop', u'dance rock', u'disco', u'europop', u'motown', u'new romantic', u'new wave', u'new wave pop', u'soft rock']",64
22 Savage,7x8MuRMbm9XIldHSJOtoNo,37121,[],32
YBN Nahmir,3gGUMEwIX6XodWsYEvKSal,797362,"[u'rap', u'trap music']",75
Jason Mraz,4phGZZrJZRo4ElhRtViYdl,3254424,"[u'acoustic pop', u'neo mellow', u'pop', u'pop rock', u'viral pop']",76
Craig David,2JyWXPbkqI5ZJa3gwqVa0c,366156,"[u'dance pop', u'neo soul', u'pop', u'r&b', u'tropical house', u'urban contemporary']",68
Brenda Lee,4cPHsZM98sKzmV26wlwD2W,84998,"[u'adult standards', u'brill building pop', u'christmas', u'easy listening', u'lounge', u'nashville sound', u'rockabilly']",47
Salmo,3hBQ4zniNdQf1cqqo6hzuW,760670,[u'italian hip hop'],64
Andy Williams,4sj6D0zlMOl25nprDJBiU9,133376,"[u'adult standards', u'brill building pop', u'christmas', u'easy listening', u'lounge', u'mellow gold', u'operatic pop']",55
Michael Bublé,1GxkXlMwML1oSg5eLPiAz3,2632480,"[u'adult standards', u'canadian pop', u'lounge', u'neo mellow']",71
Band Aid,35S20clEkkSNUo23ViaslZ,12348,[u'christmas'],31
Anita Kerr Singers,0vbEs3DgphJ2RGZqh4qFLT,709,"[u'ballroom', u'christmas', u'easy listening']",25
MC's Jhowzinho & Kadinho,2Q4r4Epfaaho06ONTHx7OS,497309,"[u'baile pop', u'brazilian electronica', u'deep funk carioca']",63
Frank Sinatra,1Mxqyy3pSjf8kZZL4QVxS0,2292464,"[u'adult standards', u'christmas', u'easy listening', u'lounge']",72
John Lennon,4x1nvY2FN8jxqAFA0DA02H,1778987,"[u'album rock', u'art rock', u'classic rock', u'folk rock', u'mellow gold', u'psychedelic rock', u'rock']",64
José Feliciano,7K78lVZ8XzkjfRSI7570FF,107521,[u'bolero'],55
Bing Crosby,6ZjFtWeHP9XN7FeKSUe80S,182533,"[u'adult standards', u'big band', u'cabaret', u'christmas', u'easy listening', u'lounge', u'swing', u'vocal jazz']",50
Jaden Smith,0xOeVMOz2fVg5BJY3N6akT,450924,"[u'hip hop', u'pop', u'rap']",72
The Pogues,2wzMOQwNT6ZvVB4amvhFAH,175015,"[u'celtic', u'celtic punk', u'celtic rock', u'punk']",52
Chris Rea,5KEG7G8LDYlHgFDqZyEEs2,158314,"[u'art rock', u'blues-rock', u'mellow gold', u'soft rock']",52
Paul McCartney,4STHEaNw4mPZ2tzheohgXB,1611229,"[u'album rock', u'art rock', u'classic rock', u'folk rock', u'mellow gold', u'rock', u'soft rock']",71
Shakin' Stevens,0wi4yTYlGtEnbGo4ltZTib,49218,"[u'rock-and-roll', u'rockabilly']",45
Booba,58wXmynHaAWI5hwlPZP3qL,949813,"[u'belgian hip hop', u'francoton', u'french hip hop', u'trap francais']",68
Nat King Cole,7v4imS0moSyGdXyLgVTIV7,786095,"[u'adult standards', u'christmas', u'lounge', u'soul', u'vocal jazz']",62
Burl Ives,0MHgLfmQdutffmvWe5XBTN,16154,[u'christmas'],37
Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,2188189,"[u'christmas', u'rock-and-roll', u'rockabilly']",74
Mykola Dmytrovych Leontovych,6lBN3Tzt61u8i9AJoAhKzF,651,[],31
Perry Como,5v8jlSmAQfrkTjAlpUfWtu,111271,"[u'adult standards', u'brill building pop', u'cabaret', u'christmas', u'easy listening', u'lounge', u'vocal jazz']",50
Pentatonix,26AHtbjWKiwYzsoGoUZq53,1951324,[u'a cappella'],68
Eartha Kitt,1AwO9pWEBSBoWdEZu28XDC,52102,"[u'adult standards', u'cabaret', u'christmas', u'lounge', u'vocal jazz']",42
Vince Guaraldi Trio,4ytkhMSAnrDP8XzRNlw9FS,53218,[u'jazz trio'],45
Trippie Redd,6Xgp2XMz1fhVYe7i6yNAax,1285622,"[u'rap', u'trap music']",82
Britney Spears,26dSoYclwsYLMAKD3tpOr4,4756357,"[u'dance pop', u'pop', u'post-teen pop', u'r&b']",76
Elton John,3PhoLpVuITZKcymswpck5b,1683614,"[u'glam rock', u'mellow gold', u'piano rock', u'rock', u'soft rock']",75
Daryl Hall & John Oates,77tT1kLj6mCWtFNqiOmP9H,543813,"[u'album rock', u'folk rock', u'mellow gold', u'rock', u'soft rock']",71
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,5880403,"[u'dance pop', u'hip pop', u'pop', u'post-teen pop']",75
Kylie Minogue,4RVnAU35WRWra6OZ3CbbMA,613840,"[u'australian dance', u'australian pop', u'dance pop', u'electropop', u'eurodance', u'europop', u'new wave pop', u'pop', u'pop rock']",67
MC Fioti,2W6kbe0nm96COrHzNmfLLd,996379,[],69
Bobby Helms,38EmEgXkgK51MT2tPY0EoC,7101,[u'christmas'],33
Wolfine,2OnKRchqP7tT0FzTvWIFI7,377066,"[u'colombian pop', u'latin', u'pop', u'reggaeton', u'tropical']",74
Huncho Jack,6extd4B6hl8VTmnlhpl2bY,200852,"[u'pop', u'pop rap', u'rap', u'southern hip hop', u'trap music', u'vapor trap']",70
The Beach Boys,3oDbviiivRWhXwIE8hxkVV,1409322,"[u'brill building pop', u'classic rock', u'folk rock', u'psychedelic rock', u'rock']",71
The Ronettes,7CyeXFnOrfC1N6z4naIpgo,85436,"[u'brill building pop', u'classic girl group', u'motown', u'rock-and-roll']",54
Bruce Springsteen,3eqjTLE0HfPfh78zjh6TqT,1592919,"[u'mellow gold', u'permanent wave', u'rock', u'singer-songwriter', u'soft rock']",72
*NSYNC,6Ff53KvcvAj5U7Z1vojB5o,693595,"[u'boy band', u'dance pop', u'europop', u'pop']",66
Idina Menzel,73Np75Wv2tju61Eo9Zw4IR,152884,"[u'broadway', u'christmas', u'hollywood', u'show tunes']",65
Boney M.,54R6Y0I7jGUCveDTtI21nb,253131,"[u'disco', u'europop']",61
Judy Garland,0hItVPjwJLVZrFqOyIsxPf,76824,"[u'adult standards', u'cabaret', u'christmas', u'lounge', u'show tunes', u'vocal jazz']",45
Leona Lewis,5lKZWd6HiSCLfnDGrq9RAm,1207726,"[u'dance pop', u'europop', u'neo mellow', u'neo soul', u'pop', u'post-teen pop', u'r&b', u'talent show', u'urban contemporary']",69
Gwen Stefani,4yiQZ8tQPux8cPriYMWUFP,2195442,"[u'dance pop', u'europop', u'hip pop', u'pop', u'pop rap', u'pop rock', u'post-teen pop', u'r&b', u'urban contemporary']",70
Melanie Thornton,2apYMRrg5FxN4go0pfsCvf,3262,[],24
Eagles,0ECwFtbIWEVNwjlrfc6xoL,1707127,"[u'album rock', u'classic rock', u'folk rock', u'mellow gold', u'rock', u'soft rock']",73
Bryan Adams,3Z02hBLubJxuFJfhacLSDc,787718,"[u'album rock', u'canadian pop', u'classic canadian rock', u'mellow gold', u'rock', u'soft rock']",70
Dean Martin,49e4v89VmlDcFCMyDv9wQ9,486933,"[u'adult standards', u'christmas', u'easy listening', u'lounge', u'vocal jazz']",63
Darlene Love,391oLRVmoTkumiN79HkTWu,19741,[u'brill building pop'],35
Destiny's Child,1Y8cdNmUJH7yBTd9yOvr5i,2382977,"[u'dance pop', u'girl group', u'hip pop', u'pop', u'pop rap', u'r&b', u'urban contemporary']",71
Gene Autry,5ixB75BQR3ADoWQkcHQJTs,14497,"[u'christmas', u'cowboy western', u'traditional country', u'western swing']",32
Wizzard,7823Dim2TzjiQQ9wRQxyi9,8958,[u'glam rock'],27
Tony Bennett,2lolQgalUvZDfp5vvVtTYV,334037,"[u'adult standards', u'christmas', u'easy listening', u'lounge', u'vocal jazz']",60
Jona Lewie,3nohf4qILMr5aUSOsolwxB,3585,[],30
Pretenders,0GByy3DcfbQwDvXGCWmzv9,258668,"[u'album rock', u'art rock', u'classic rock', u'dance rock', u'folk', u'folk rock', u'folk-pop', u'lilith', u'mellow gold', u'new romantic', u'new wave', u'new wave pop', u'permanent wave', u'pop rock', u'rock', u'roots rock', u'soft rock']",61
George Ezra,2ysnwxxNtSgbb9t1m2Ur4j,1096902,"[u'neo-singer-songwriter', u'pop']",77
Carpenters,1eEfMU2AhEo7XnKgL7c304,496315,"[u'adult standards', u'bubblegum pop', u'folk', u'folk rock', u'mellow gold', u'soft rock']",62
Cliff Richard,2nvKpWcP8etYTq4JrRiUiy,91066,"[u'adult standards', u'brill building pop', u'bubblegum pop', u'christmas', u'mellow gold', u'merseybeat', u'rock-and-roll', u'rockabilly', u'soft rock']",49
Thurl Ravenscroft,5Gejwv3xz2DpLcxVpMD6hL,1461,[u'christmas'],40
Kay Starr,7rpf45DdbpweG51Acze45i,14693,"[u'adult standards', u'big band', u'cabaret', u'christmas', u'deep adult standards', u'easy listening', u'lounge', u'swing', u'vocal jazz']",37
Nat King Cole Trio,3OpnoUqoRIHWbsFs4Nw0NQ,49579,"[u'adult standards', u'big band', u'cabaret', u'christmas', u'lounge', u'swing', u'vocal jazz']",37
Lou Monte,7dbKeVkihtOifdiu7f3rUg,3618,[],30
Peggy Lee,602DnpaSXJB4b9DZrvxbDc,151755,"[u'adult standards', u'cabaret', u'christmas', u'lounge', u'soul', u'swing', u'vocal jazz']",53
The Platters,6KWcxMWVNVIYbdOQyJtsSy,185545,"[u'adult standards', u'brill building pop', u'christmas', u'doo-wop', u'lounge', u'rhythm and blues', u'rock-and-roll', u'rockabilly']",56
Quality Control,6i392l38cR3uBPF0DbNs7S,147268,"[u'pop', u'pop rap', u'rap', u'southern hip hop', u'trap music', u'vapor trap']",70
Zac Efron,6U1dBXJhC8gXFjamvFTmHg,189318,"[u'hollywood', u'post-teen pop']",74
Keala Settle,7HV2RI2qNug4EcQqLbCAKS,22938,[u'broadway'],74
